num_seen,message,empathy,parsed,labels,inds,num_words,polarity
1,badddddd and sad and mad but mainly just sad i think i should give up and then i think no you can do it but idk,sad,badddddd and sad and mad but mainly just sad i think i should give up and then i think no you can do it but idk,35,"[   0  111   60 1255   60  921  202  924  844 1255  788 1501  788 1315  632
 1591   60 1491  788 1501 1033 1714  211  400  832  202  793    1]",26,-1.0
1,i feel down but moving,sad,i feel down but moving,35,[  0 788 548 414 202 998   1],5,-1.0
1,a little sad mostly okay,sad,a little sad mostly okay,35,[   0    3  895 1255  990 1061    1],5,-1.0
1,like a pile of shit,sad,like a pile of shit,35,[   0  887    3 1128 1055 1307    1],5,-1.0
1,had a pretty good day today but bummed out now,sad,had a pretty good day today but bummed out now,35,[   0  686    3 1160  646  334 1527  202  196 1081 1049    1],10,-1.0
1,i am feeling down and sad,sad,i am feeling down and sad,35,[   0  788   53  550  414   60 1255    1],6,-1.0
1,i feel sad hurt and betrayed,sad,i feel sad hurt and betrayed,35,[   0  788  548 1255  782   60  137    1],6,-1.0
1,bad screwed up my exam,sad,bad screwed up my exam,35,[   0  110 1272 1591 1004  502    1],5,-1.0
1,unhappy a little,sad,unhappy a little,35,[   0 1575    3  895    1],3,-1.0
1,had some bad things to deal with and wasnt studying,sad,had some bad things to deal with and wasnt studying,35,[   0  686 1355  110 1500 1525  339 1670   60 1628 1415    1],10,-1.0
1,the person i want to be with isnt into me and im upset and unhappy,sad,the person i want to be with isnt into me and im upset and unhappy,35,"[   0 1488 1119  788 1624 1525  119 1670  830  825  941   60  801 1594   60
 1575    1]",15,-1.0
1,i feel good im a little sad because of some small things but its all good,sad,i feel good im a little sad because of some small things but its all good,35,"[   0  788  548  646  801    3  895 1255  126 1055 1355 1343 1500  202  834
   39  646    1]",16,-1.0
1,a bit but not to bad,sad,a bit but not to bad,35,[   0    3  148  202 1044 1525  110    1],6,-1.0
1,kinda sad but happy,sad,kinda sad but happy,35,[   0  854 1255  202  703    1],4,-1.0
1,kind of bummed about it,sad,kind of bummed about it,35,[   0  853 1055  196    7  832    1],5,-1.0
1,i feel very annoyed and sad,sad,i feel very annoyed and sad,35,[   0  788  548 1609   62   60 1255    1],6,-1.0
1,abit down,sad,abit down,35,[  0   5 414   1],2,-1.0
1,i am sad_ôÖ‚,sad,i am sad    ,35,[   0  788   53 1255    1],3,-1.0
1,felling down,sad,felling down,35,[  0 556 414   1],2,-1.0
1,like nobodys cares and sad,sad,like nobodys cares and sad,35,[   0  887 1034  218   60 1255    1],5,-1.0
1,little sad because of my boring job,sad,little sad because of my boring job,35,[   0  895 1255  126 1055 1004  174  840    1],7,-1.0
1,im feeling sad cause im letting other people down,sad,im feeling sad cause im letting other people down,35,[   0  801  550 1255  221  801  879 1077 1112  414    1],9,-1.0
1,sad and jealous,sad,sad and jealous,35,[   0 1255   60  839    1],3,-1.0
1,i feel sad and miserable,sad,i feel sad and miserable,35,[   0  788  548 1255   60  967    1],5,-1.0
1,disheartened,sad,disheartened,35,[  0 392   1],1,-1.0
1,out of energy sad,sad,out of energy sad,35,[   0 1081 1055  472 1255    1],4,-1.0
1,i dont really know how to describe it im really just in a low mood,sad,i dont really know how to describe it im really just in a low mood,35,"[   0  788  407 1201  856  773 1525  364  832  801 1201  844  806    3  916
  982    1]",15,-1.0
1,low have been in a fight,sad,low have been in a fight,35,[  0 916 716 130 806   3 560   1],6,-1.0
1,feeling let down,sad,feeling let down,35,[  0 550 877 414   1],3,-1.0
1,just swinging between sad and calm,sad,just swinging between sad and calm,35,[   0  844 1448  139 1255   60  207    1],6,-1.0
1,sad today unchanged,sad,sad today unchanged,35,[   0 1255 1527 1562    1],3,-1.0
1,sad im not doing anything,sad,sad im not doing anything,35,[   0 1255  801 1044  405   73    1],5,-1.0
1,bad thinking about my problems,sad,bad thinking about my problems,35,[   0  110 1502    7 1004 1166    1],5,-1.0
1,quite sad and annoyed,sad,quite sad and annoyed,35,[   0 1184 1255   60   62    1],4,-1.0
1,sad but happy,sad,sad but happy,35,[   0 1255  202  703    1],3,-1.0
1,sad ive hurt her,sad,sad ive hurt her,35,[   0 1255  836  782  741    1],4,-1.0
1,pretyy sad dont want to go back to work tomorrow,sad,pretyy sad dont want to go back to work tomorrow,35,[   0 1162 1255  407 1624 1525  639  109 1525 1685 1532    1],10,-1.0
1,i mean its a normal day buti feel down nothing caused that,sad,i mean its a normal day buti feel down nothing caused that,35,[   0  788  943  834    3 1037  334  203  548  414 1047  222 1486    1],12,-1.0
1,feeling a bit low selfconscious,sad,feeling a bit low selfconscious,35,[   0  550    3  148  916 1283    1],5,-1.0
1,fine a little sad maybe,sad,fine a little sad maybe,35,[   0  569    3  895 1255  939    1],5,-1.0
1,annoyed that they are ruining my good mood and being so awful and horrible just with their presence,sad,annoyed that they are ruining my good mood and being so awful and horrible just with their presence,35,"[   0   62 1486 1497   80 1250 1004  646  982   60  134 1349  103   60  767
  844 1670 1489 1154    1]",18,-1.0
1,was feeling quite low,sad,was feeling quite low,35,[   0 1627  550 1184  916    1],4,-1.0
1,im a bit sad,sad,im a bit sad,35,[   0  801    3  148 1255    1],4,-1.0
1,feeling down,sad,feeling down,35,[  0 550 414   1],2,-1.0
1,i am kinda sad that i dont know anyone who likes the nightlife,sad,i am kinda sad that i dont know anyone who likes the nightlife,35,[   0  788   53  854 1255 1486  788  407  856   72 1657  888 1488 1030    1],13,-1.0
1,im not happy but im not sad,sad,im not happy but im not sad,35,[   0  801 1044  703  202  801 1044 1255    1],7,-1.0
1,lethargic a little sad,sad,lethargic a little sad,35,[   0  878    3  895 1255    1],4,-1.0
1,disappointed in myself,sad,disappointed in myself,35,[   0  386  806 1006    1],3,-1.0
1,very tired not sure what to do with myself afraid i wont be able to sleep tonight sad that i didnt wake up earlier,sad,very tired not sure what to do with myself afraid i wont be able to sleep tonight sad that i didnt wake up earlier,35,"[   0 1609 1522 1044 1440 1650 1525  400 1670 1006   31  788 1681  119    6
 1525 1337 1535 1255 1486  788  378 1621 1591  439    1]",24,-1.0
1,not the best,sad,not the best,35,[   0 1044 1488  136    1],3,-1.0
1,satisfied but sad,sad,satisfied but sad,35,[   0 1263  202 1255    1],3,-1.0
1,horrible i really need a cigarette,sad,horrible i really need a cigarette,35,[   0  767  788 1201 1014    3  246    1],6,-1.0
1,im a little bit sad,sad,im a little bit sad,35,[   0  801    3  895  148 1255    1],5,-1.0
1,very tired and down im not coping very well with life at the moment,sad,very tired and down im not coping very well with life at the moment,35,"[   0 1609 1522   60  414  801 1044  299 1609 1644 1670  882   92 1488  978
    1]",14,-1.0
1,i always think about some old things and i feel  down,sad,i always think about some old things and i feel  down,35,[   0  788   52 1501    7 1355 1063 1500   60  788  548  414    1],11,-1.0
1,tired not sad but socially tired,sad,tired not sad but socially tired,35,[   0 1522 1044 1255  202 1352 1522    1],6,-1.0
1,pretty bad i dont wanna do anything i hurt someone unintentionally,sad,pretty bad i dont wanna do anything i hurt someone unintentionally,35,[   0 1160  110  788  407 1623  400   73  788  782 1357 1577    1],11,-1.0
1,not too bad bit stressed cos of the shouting,sad,not too bad bit stressed cos of the shouting,35,[   0 1044 1536  110  148 1406  300 1055 1488 1318    1],9,-1.0
1,but i feel bad because i suppose to study cuz there is a quiz tmrw,sad,but i feel bad because i suppose to study cuz there is a quiz tmrw,35,"[   0  202  788  548  110  126  788 1437 1525 1414  322 1494  828    3 1186
 1524    1]",15,-1.0
1,im feeling hopeless,sad,im feeling hopeless,35,[  0 801 550 762   1],3,-1.0
1,well i was drinking yesterday a little so i cant definitely say for now but my mood is not bad,sad,well i was drinking yesterday a little so i cant definitely say for now but my mood is not bad,35,"[   0 1644  788 1627  425 1711    3  895 1349  788  213  349 1267  584 1049
  202 1004  982  828 1044  110    1]",20,-1.0
1,sad because i didnt do well at work today,sad,sad because i didnt do well at work today,35,[   0 1255  126  788  378  400 1644   92 1685 1527    1],9,-1.0
1,sad ish,sad,sad ish,35,[   0 1255  829    1],2,-1.0
1,sad mad,sad,sad mad,35,[   0 1255  921    1],2,-1.0
1,eh im sad to be leaving new york,sad,eh im sad to be leaving new york,35,[   0  450  801 1255 1525  119  873 1025 1713    1],8,-1.0
1,a little nostalgic,sad,a little nostalgic,35,[   0    3  895 1041    1],3,-1.0
1,low to medium,sad,low to medium,35,[   0  916 1525  947    1],3,-1.0
1,a little bit disappointed,sad,a little bit disappointed,35,[  0   3 895 148 386   1],4,-1.0
1,still feel sad,sad,still feel sad,35,[   0 1397  548 1255    1],3,-1.0
1,i feel sad and a little guilty,sad,i feel sad and a little guilty,35,[   0  788  548 1255   60    3  895  682    1],7,-1.0
1,feeling low,sad,feeling low,35,[  0 550 916   1],2,-1.0
1,low on energy but still trying to get excited about the future,sad,low on energy but still trying to get excited about the future,35,[   0  916 1065  472  202 1397 1550 1525  627  506    7 1488  615    1],12,-1.0
1,down still,sad,down still,35,[   0  414 1397    1],2,-1.0
1,sad the party boat quit working,sad,sad the party boat quit working,35,[   0 1255 1488 1105  162 1183 1688    1],6,-1.0
1,bad lone and deceived,sad,bad lone and deceived,35,[  0 110 898  60 344   1],4,-1.0
1,pretty bad no energy,sad,pretty bad no energy,35,[   0 1160  110 1033  472    1],4,-1.0
1,meh kinda sad,sad,meh kinda sad,35,[   0  950  854 1255    1],3,-1.0
1,like i need to talk and tell someone shit,sad,like i need to talk and tell someone shit,35,[   0  887  788 1014 1525 1454   60 1468 1357 1307    1],9,-1.0
1,i feel hopeless,sad,i feel hopeless,35,[  0 788 548 762   1],3,-1.0
1,quite bad,sad,quite bad,35,[   0 1184  110    1],2,-1.0
1,excited but sad,sad,excited but sad,35,[   0  506  202 1255    1],3,-1.0
1,low misery,sad,low misery,35,[  0 916 968   1],2,-1.0
1,bad bad bad,sad,bad bad bad,35,[  0 110 110 110   1],3,-1.0
1,a little bit down,sad,a little bit down,35,[  0   3 895 148 414   1],4,-1.0
1,a little bit sad but it is manageable,sad,a little bit sad but it is manageable,35,[   0    3  895  148 1255  202  832  828  929    1],8,-1.0
1,restless terrible,sad,restless terrible,35,[   0 1229 1476    1],2,-1.0
1,im sad and scared about my body,sad,im sad and scared about my body,35,[   0  801 1255   60 1268    7 1004  164    1],7,-1.0
1,i feel bummed,sad,i feel bummed,35,[  0 788 548 196   1],3,-1.0
1,i had a great day just sometimes a bit sad,sad,i had a great day just sometimes a bit sad,35,[   0  788  686    3  670  334  844 1360    3  148 1255    1],10,-1.0
1,a little bit blue,sad,a little bit blue,35,[  0   3 895 148 161   1],4,-1.0
1,well feeling pretty shit unsurprisingly,sad,well feeling pretty shit unsurprisingly,35,[   0 1644  550 1160 1307 1586    1],5,-1.0
1,a little sad but neutral flings end so its all normal feelings,sad,a little sad but neutral flings end so its all normal feelings,35,[   0    3  895 1255  202 1023  577  468 1349  834   39 1037  551    1],12,-1.0
1,i am a little sad,sad,i am a little sad,35,[   0  788   53    3  895 1255    1],5,-1.0
1,sad but proud,sad,sad but proud,35,[   0 1255  202 1173    1],3,-1.0
1,my mood is terrible its constantly changing and usually for the worse,sad,my mood is terrible its constantly changing and usually for the worse,35,[   0 1004  982  828 1476  834  290  229   60 1599  584 1488 1693    1],12,-1.0
1,tired weak,sad,tired weak,35,[   0 1522 1634    1],2,-1.0
1,i felt sad that she doesnt understand me,sad,i felt sad that she doesnt understand me,35,[   0  788  557 1255 1486 1302  402 1567  941    1],8,-1.0
1,im feeling pretty down right now,sad,im feeling pretty down right now,35,[   0  801  550 1160  414 1240 1049    1],6,-1.0
1,i cant _ôÖ_,sad,i cant     ,35,[  0 788 213   1],2,-1.0
1,real shitty,sad,real shitty,35,[   0 1199 1309    1],2,-1.0
1,i feel disappointed with myself,sad,i feel disappointed with myself,35,[   0  788  548  386 1670 1006    1],5,-1.0
1,like shit i hate myself,sad,like shit i hate myself,35,[   0  887 1307  788  714 1006    1],5,-1.0
1,disappointed that the weekend is over,sad,disappointed that the weekend is over,35,[   0  386 1486 1488 1639  828 1084    1],6,-1.0
1,im a bit disappointed,sad,im a bit disappointed,35,[  0 801   3 148 386   1],4,-1.0
1,depressed with how dresses look on me,sad,depressed with how dresses look on me,35,[   0  361 1670  773  422  901 1065  941    1],7,-1.0
1,felling really down,sad,felling really down,35,[   0  556 1201  414    1],3,-1.0
1,im feeling kind of depressed just a bit,sad,im feeling kind of depressed just a bit,35,[   0  801  550  853 1055  361  844    3  148    1],8,-1.0
1,calm and a little sad,sad,calm and a little sad,35,[   0  207   60    3  895 1255    1],5,-1.0
1,sad because one of my coworkers lost their soninlaw,sad,sad because one of my coworkers lost their soninlaw,35,[   0 1255  126 1067 1055 1004  307  907 1489 1365    1],9,-1.0
1,im feeling bad,sad,im feeling bad,35,[  0 801 550 110   1],3,-1.0
1,i feel quite happy but sad,sad,i feel quite happy but sad,35,[   0  788  548 1184  703  202 1255    1],6,-1.0
1,sad and unenergetic,sad,sad and unenergetic,35,[   0 1255   60 1571    1],3,-1.0
1,feeling like shit i want to study instead of doing this meaningless work,sad,feeling like shit i want to study instead of doing this meaningless work,35,[   0  550  887 1307  788 1624 1525 1414  820 1055  405 1503  944 1685    1],13,-1.0
1,sad again,sad,sad again,35,[   0 1255   33    1],2,-1.0
1,despondent,sad,despondent,35,[  0 369   1],1,-1.0
1,sad ?,sad,sad  ,35,[   0 1255    1],1,-1.0
1,only a little sad,sad,only a little sad,35,[   0 1068    3  895 1255    1],4,-1.0
1,im just in a rrally bad mood to be honest,sad,im just in a rrally bad mood to be honest,35,[   0  801  844  806    3 1248  110  982 1525  119  757    1],10,-1.0
1,im feeling horrible and limbo feeling,sad,im feeling horrible and limbo feeling,35,[  0 801 550 767  60 890 550   1],6,-1.0
1,want another job envious of people under confident failure,sad,want another job envious of people under confident failure,35,[   0 1624   64  840  483 1055 1112 1565  281  529    1],9,-1.0
1,tired and annoyed and disappointed but also proud,sad,tired and annoyed and disappointed but also proud,35,[   0 1522   60   62   60  386  202   48 1173    1],8,-1.0
1,depressed empty,sad,depressed empty,35,[  0 361 466   1],2,-1.0
1,i am feeling sad,sad,i am feeling sad,35,[   0  788   53  550 1255    1],4,-1.0
1,a little disappointed but not too bad,sad,a little disappointed but not too bad,35,[   0    3  895  386  202 1044 1536  110    1],7,-1.0
1,bad horrible,sad,bad horrible,35,[  0 110 767   1],2,-1.0
1,sad angry,sad,sad angry,35,[   0 1255   61    1],2,-1.0
1,it is a blue monday,sad,it is a blue monday,35,[  0 832 828   3 161 979   1],5,-1.0
1,shite,sad,shite,35,[   0 1308    1],1,-1.0
1,sad and confused,sad,sad and confused,35,[   0 1255   60  284    1],3,-1.0
1,i feel not too bad going to my boo tomorrow,sad,i feel not too bad going to my boo tomorrow,35,[   0  788  548 1044 1536  110  644 1525 1004  168 1532    1],10,-1.0
1,kinda sad but comfy,sad,kinda sad but comfy,35,[   0  854 1255  202  267    1],4,-1.0
1,a bit sad but good,sad,a bit sad but good,35,[   0    3  148 1255  202  646    1],5,-1.0
1,i feel like a dead shit,sad,i feel like a dead shit,35,[   0  788  548  887    3  338 1307    1],6,-1.0
1,terrible will just blocked me on whatsapp and unfriended me on facebook,sad,terrible will just blocked me on whatsapp and unfriended me on facebook,35,[   0 1476 1661  844  159  941 1065 1652   60 1573  941 1065  526    1],12,-1.0
1,pretty sad and uncomfortable,sad,pretty sad and uncomfortable,35,[   0 1160 1255   60 1563    1],4,-1.0
1,sad down without will,sad,sad down without will,35,[   0 1255  414 1672 1661    1],4,-1.0
1,sad without energy,sad,sad without energy,35,[   0 1255 1672  472    1],3,-1.0
1,tired and crying because my episode is very sad,sad,tired and crying because my episode is very sad,35,[   0 1522   60  318  126 1004  484  828 1609 1255    1],9,-1.0
1,sad and annoyed,sad,sad and annoyed,35,[   0 1255   60   62    1],3,-1.0
1,weary disgruntled a little hopeless,sad,weary disgruntled a little hopeless,35,[   0 1636  390    3  895  762    1],5,-1.0
1,very sad my day has been poop,sad,very sad my day has been poop,35,[   0 1609 1255 1004  334  712  130 1143    1],7,-1.0
1,bad shitty,sad,bad shitty,35,[   0  110 1309    1],2,-1.0
1,sad and demoralized,sad,sad and demoralized,35,[   0 1255   60  357    1],3,-1.0
1,im feeling bothered and unappreciated,sad,im feeling bothered and unappreciated,35,[   0  801  550  179   60 1561    1],5,-1.0
1,im feel very low and deflated,sad,im feel very low and deflated,35,[   0  801  548 1609  916   60  350    1],6,-1.0
1,bad broken,sad,bad broken,35,[  0 110 191   1],2,-1.0
1,on the down side of normal,sad,on the down side of normal,35,[   0 1065 1488  414 1327 1055 1037    1],6,-1.0
1,low and indifferent,sad,low and indifferent,35,[  0 916  60 812   1],3,-1.0
1,im just sad,sad,im just sad,35,[   0  801  844 1255    1],3,-1.0
1,i was feeling terrible,sad,i was feeling terrible,35,[   0  788 1627  550 1476    1],4,-1.0
1,i feel like a failure,sad,i feel like a failure,35,[  0 788 548 887   3 529   1],5,-1.0
1,terrible horrible pretty defeated,sad,terrible horrible pretty defeated,35,[   0 1476  767 1160  348    1],4,-1.0
1,i feel sad for my friend,sad,i feel sad for my friend,35,[   0  788  548 1255  584 1004  594    1],6,-1.0
1,little low,sad,little low,35,[  0 895 916   1],2,-1.0
1,resigned,sad,resigned,35,[   0 1227    1],1,-1.0
1,weak and stomach problems,sad,weak and stomach problems,35,[   0 1634   60 1400 1166    1],4,-1.0
1,a little low but fighting,sad,a little low but fighting,35,[  0   3 895 916 202 561   1],5,-1.0
1,feeling a little down and thoughtful,sad,feeling a little down and thoughtful,35,[   0  550    3  895  414   60 1507    1],6,-1.0
1,happy right now but earlier really bad,sad,happy right now but earlier really bad,35,[   0  703 1240 1049  202  439 1201  110    1],7,-1.0
1,meh _ôÖ�,sad,meh     ,35,[  0 950   1],1,-1.0
1,i am little low right now,sad,i am little low right now,35,[   0  788   53  895  916 1240 1049    1],6,-1.0
1,really shit_ôÖ_,sad,really shit    ,35,[   0 1201 1307    1],2,-1.0
1,down in the dumps,sad,down in the dumps,35,[   0  414  806 1488  432    1],4,-1.0
1,sad empty heartbroken,sad,sad empty heartbroken,35,[   0 1255  466  730    1],3,-1.0
1,pretty shit actually,sad,pretty shit actually,35,[   0 1160 1307   26    1],3,-1.0
1,"im so high
also sad",sad,im so high also sad,35,[   0  801 1349  744   48 1255    1],5,-1.0
1,fragile terrible incredibly sad,sad,fragile terrible incredibly sad,35,[   0  588 1476  811 1255    1],4,-1.0
1,pessimistic,sad,pessimistic,35,[   0 1121    1],1,-1.0
1,sad tired and hopeless,sad,sad tired and hopeless,35,[   0 1255 1522   60  762    1],4,-1.0
1,sad],sad,sad ,35,[   0 1255    1],1,-1.0
1,i feel ashamed my self esteem is low i do not like myself right now,sad,i feel ashamed my self esteem is low i do not like myself right now,35,"[   0  788  548   86 1004 1282  488  828  916  788  400 1044  887 1006 1240
 1049    1]",15,-1.0
1,upset disappointed sad,sad,upset disappointed sad,35,[   0 1594  386 1255    1],3,-1.0
1,im feeling depressed and i want to go out but i cant which makes me more depressed,sad,im feeling depressed and i want to go out but i cant which makes me more depressed,35,"[   0  801  550  361   60  788 1624 1525  639 1081  202  788  213 1655  926
  941  986  361    1]",17,-1.0
1,really shitty,sad,really shitty,35,[   0 1201 1309    1],2,-1.0
1,jealous of lexi grey,sad,jealous of lexi grey,35,[   0  839 1055  881  676    1],4,-1.0
1,angry disappointed,sad,angry disappointed,35,[  0  61 386   1],2,-1.0
1,kinda crap,sad,kinda crap,35,[  0 854 310   1],2,-1.0
1,bleh i feel stupid,sad,bleh i feel stupid,35,[   0  154  788  548 1418    1],4,-1.0
1,sad because i had a fight with my dad,sad,sad because i had a fight with my dad,35,[   0 1255  126  788  686    3  560 1670 1004  324    1],9,-1.0
1,good sometimes a little bit sad,sad,good sometimes a little bit sad,35,[   0  646 1360    3  895  148 1255    1],6,-1.0
1,down in the dumps sad disappointed in myself,sad,down in the dumps sad disappointed in myself,35,[   0  414  806 1488  432 1255  386  806 1006    1],8,-1.0
1,sad let down,sad,sad let down,35,[   0 1255  877  414    1],3,-1.0
1,feeling bad,sad,feeling bad,35,[  0 550 110   1],2,-1.0
1,shook empty kinda sad,sad,shook empty kinda sad,35,[   0 1311  466  854 1255    1],4,-1.0
1,stressed guilty sorry,sad,stressed guilty sorry,35,[   0 1406  682 1370    1],3,-1.0
1,low down,sad,low down,35,[  0 916 414   1],2,-1.0
1,exhausted and sad,sad,exhausted and sad,35,[   0  511   60 1255    1],3,-1.0
1,forlorn,sad,forlorn,35,[  0 586   1],1,-1.0
1,calm a bit down,sad,calm a bit down,35,[  0 207   3 148 414   1],4,-1.0
1,meh bleh,sad,meh bleh,35,[  0 950 154   1],2,-1.0
1,just ate chips already think i shouldnt have angry at myself and a little hopeless,sad,just ate chips already think i shouldnt have angry at myself and a little hopeless,35,"[   0  844   93  243   46 1501  788 1317  716   61   92 1006   60    3  895
  762    1]",15,-1.0
1,a bit sad and conflicted,sad,a bit sad and conflicted,35,[   0    3  148 1255   60  282    1],5,-1.0
1,im a feeling good a little disappointed about not being able to stop smoking but im working on it,sad,im a feeling good a little disappointed about not being able to stop smoking but im working on it,35,"[   0  801    3  550  646    3  895  386    7 1044  134    6 1525 1401 1346
  202  801 1688 1065  832    1]",19,-1.0
1,sad and insecure about the way i look,sad,sad and insecure about the way i look,35,[   0 1255   60  817    7 1488 1632  788  901    1],8,-1.0
1,i feel terrible,sad,i feel terrible,35,[   0  788  548 1476    1],3,-1.0
1,a little sad but generally oj,sad,a little sad but generally oj,35,[   0    3  895 1255  202  624 1059    1],6,-1.0
1,fucking sad,sad,fucking sad,35,[   0  605 1255    1],2,-1.0
1,numb achy sad,sad,numb achy sad,35,[   0 1052   22 1255    1],3,-1.0
1,awkward and bad,sad,awkward and bad,35,[  0 105  60 110   1],3,-1.0
1,sick and sad,sad,sick and sad,35,[   0 1326   60 1255    1],3,-1.0
1,laid back a little stress for work good home bad diet,sad,laid back a little stress for work good home bad diet,35,[   0  860  109    3  895 1405  584 1685  646  752  110  380    1],11,-1.0
1,sad angry dysphoric exhausted empty,sad,sad angry dysphoric exhausted empty,35,[   0 1255   61  435  511  466    1],5,-1.0
1,a little sad upset,sad,a little sad upset,35,[   0    3  895 1255 1594    1],4,-1.0
1,im feeling really down i feel like a burden a nuiscance,sad,im feeling really down i feel like a burden a nuiscance,35,[   0  801  550 1201  414  788  548  887    3  199    3 1051    1],11,-1.0
1,sad but i can handle it i think?,sad,sad but i can handle it i think ,35,[   0 1255  202  788  211  694  832  788 1501    1],8,-1.0
1,my feeling is alittle bit sad now,sad,my feeling is alittle bit sad now,35,[   0 1004  550  828   38  148 1255 1049    1],7,-1.0
1,a little sad today low mood,sad,a little sad today low mood,35,[   0    3  895 1255 1527  916  982    1],6,-1.0
1,depressed sad angry emotional,sad,depressed sad angry emotional,35,[   0  361 1255   61  461    1],4,-1.0
1,meh to sad,sad,meh to sad,35,[   0  950 1525 1255    1],3,-1.0
1,sad very sad,sad,sad very sad,35,[   0 1255 1609 1255    1],3,-1.0
1,not well struggling with stuff,sad,not well struggling with stuff,35,[   0 1044 1644 1412 1670 1416    1],5,-1.0
1,sad and insecure,sad,sad and insecure,35,[   0 1255   60  817    1],3,-1.0
1,im feeling a bit weird and a bit sad,sad,im feeling a bit weird and a bit sad,35,[   0  801  550    3  148 1642   60    3  148 1255    1],9,-1.0
1,okay i feel a little like im missing out,sad,okay i feel a little like im missing out,35,[   0 1061  788  548    3  895  887  801  970 1081    1],9,-1.0
1,pretty sad thru out the day,sad,pretty sad thru out the day,35,[   0 1160 1255 1513 1081 1488  334    1],6,-1.0
1,i feel sad and down,sad,i feel sad and down,35,[   0  788  548 1255   60  414    1],5,-1.0
1,feeling a bit self conscious and disheartened,sad,feeling a bit self conscious and disheartened,35,[   0  550    3  148 1282  286   60  392    1],7,-1.0
1,mostly ok a little sad and vulnerable,sad,mostly ok a little sad and vulnerable,35,[   0  990 1060    3  895 1255   60 1617    1],7,-1.0
1,low on energy and feeling mentally and emotionally worn,sad,low on energy and feeling mentally and emotionally worn,35,[   0  916 1065  472   60  550  952   60  462 1690    1],9,-1.0
1,pissed off sad out of control,sad,pissed off sad out of control,35,[   0 1131 1056 1255 1081 1055  294    1],6,-1.0
1,bored pretty low,sad,bored pretty low,35,[   0  173 1160  916    1],3,-1.0
1,meh alright,sad,meh alright,35,[  0 950  47   1],2,-1.0
1,pretty down tbh,sad,pretty down tbh,35,[   0 1160  414 1462    1],3,-1.0
1,sad kind of,sad,sad kind of,35,[   0 1255  853 1055    1],3,-1.0
1,not good because i think im developing an eating disorder,sad,not good because i think im developing an eating disorder,35,[   0 1044  646  126  788 1501  801  376   59  444  393    1],10,-1.0
1,sad broke,sad,sad broke,35,[   0 1255  190    1],2,-1.0
1,a little bit unhappy,sad,a little bit unhappy,35,[   0    3  895  148 1575    1],4,-1.0
1,im a little disappointed with myself because i did not achieve the results i expected,sad,im a little disappointed with myself because i did not achieve the results i expected,35,"[   0  801    3  895  386 1670 1006  126  788  377 1044   19 1488 1231  788
  515    1]",15,-1.0
1,mixed feelings some good some bad,sad,mixed feelings some good some bad,35,[   0  971  551 1355  646 1355  110    1],6,-1.0
1,im down,sad,im down,35,[  0 801 414   1],2,-1.0
1,pretty shit,sad,pretty shit,35,[   0 1160 1307    1],2,-1.0
1,i feel like crap,sad,i feel like crap,35,[  0 788 548 887 310   1],4,-1.0
1,hopeful but sad,sad,hopeful but sad,35,[   0  760  202 1255    1],3,-1.0
1,a little defeated and disappointed in myself,sad,a little defeated and disappointed in myself,35,[   0    3  895  348   60  386  806 1006    1],7,-1.0
1,energized right now saw some old memories in my dreams that made me happy and sad at the same time,sad,energized right now saw some old memories in my dreams that made me happy and sad at the same time,35,"[   0  471 1240 1049 1266 1355 1063  951  806 1004  421 1486  923  941  703
   60 1255   92 1488 1260 1518    1]",20,-1.0
1,a little bit sad but good,sad,a little bit sad but good,35,[   0    3  895  148 1255  202  646    1],6,-1.0
1,im feeling really tired and low energy and i feel depressed about it,sad,im feeling really tired and low energy and i feel depressed about it,35,[   0  801  550 1201 1522   60  916  472   60  788  548  361    7  832    1],13,-1.0
1,im a bit sad its over already,sad,im a bit sad its over already,35,[   0  801    3  148 1255  834 1084   46    1],7,-1.0
1,bad self conscious angry,sad,bad self conscious angry,35,[   0  110 1282  286   61    1],4,-1.0
1,tired dry a little sad,sad,tired dry a little sad,35,[   0 1522  427    3  895 1255    1],5,-1.0
1,pretty awful i quit my job,sad,pretty awful i quit my job,35,[   0 1160  103  788 1183 1004  840    1],6,-1.0
1,lost and sad,sad,lost and sad,35,[   0  907   60 1255    1],3,-1.0
1,sad my dads being mean to me,sad,sad my dads being mean to me,35,[   0 1255 1004  325  134  943 1525  941    1],7,-1.0
1,little bit sad and down,sad,little bit sad and down,35,[   0  895  148 1255   60  414    1],5,-1.0
1,bad ashamed i do not recognize myself,sad,bad ashamed i do not recognize myself,35,[   0  110   86  788  400 1044 1208 1006    1],7,-1.0
1,sad upset depressed maybe,sad,sad upset depressed maybe,35,[   0 1255 1594  361  939    1],4,-1.0
1,i am feeling low,sad,i am feeling low,35,[  0 788  53 550 916   1],4,-1.0
1,bored and tired and depressed,sad,bored and tired and depressed,35,[   0  173   60 1522   60  361    1],5,-1.0
1,kind of low i miss my boyfriend n im tired,sad,kind of low i miss my boyfriend n im tired,35,[   0  853 1055  916  788  969 1004  183 1008  801 1522    1],10,-1.0
1,sad and sick,sad,sad and sick,35,[   0 1255   60 1326    1],3,-1.0
1,low like bad,sad,low like bad,35,[  0 916 887 110   1],3,-1.0
1,content with bouts of sadness,sad,content with bouts of sadness,35,[   0  292 1670  181 1055 1256    1],5,-1.0
